S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
8831,18/04/2020,Maharashtra,3323,2791,331,201
8832,19/04/2020,Maharashtra,3651,3075,365,211
8833,20/04/2020,Maharashtra,4203,3473,507,223
8834,21/04/2020,Maharashtra,4666,3862,572,232
8835,22/04/2020,Maharashtra,5218,4245,722,251
8836,23/04/2020,Maharashtra,5652,4594,789,269
8837,24/04/2020,Maharashtra,6430,5307,840,283
8838,25/04/2020,Maharashtra,6817,5676,840,301
8839,26/04/2020,Maharashtra,7628,6229,1076,323
8840,27/04/2020,Maharashtra,8068,6650,1076,342
8841,28/04/2020,Maharashtra,8590,6939,1282,369
8842,29/04/2020,Maharashtra,9318,7530,1388,400
8843,30/04/2020,Maharashtra,9915,7890,1593,432
8844,01/05/2020,Maharashtra,10498,8266,1773,459
8845,02/05/2020,Maharashtra,11506,9142,1879,485
8846,03/05/2020,Maharashtra,12296,9775,2000,521
8847,04/05/2020,Maharashtra,12974,10311,2115,548
8848,05/05/2020,Maharashtra,14541,11493,2465,583
8849,06/05/2020,Maharashtra,15525,12089,2819,617
8850,07/05/2020,Maharashtra,16758,13013,3094,651
8851,08/05/2020,Maharashtra,17974,13979,3301,694
8852,09/05/2020,Maharashtra,19063,14862,3470,731
8853,10/05/2020,Maharashtra,20228,15649,3800,779
8854,11/05/2020,Maharashtra,22171,17140,4199,832
8855,12/05/2020,Maharashtra,23401,17747,4786,868
8856,13/05/2020,Maharashtra,24427,18381,5125,921
8857,14/05/2020,Maharashtra,25922,19400,5547,975
8858,15/05/2020,Maharashtra,27524,20446,6059,1019
8859,16/05/2020,Maharashtra,29100,21468,6564,1068
8860,17/05/2020,Maharashtra,30706,22483,7088,1135
8861,18/05/2020,Maharashtra,33053,24167,7688,1198
8862,19/05/2020,Maharashtra,35058,25372,8437,1249
8863,20/05/2020,Maharashtra,37136,26172,9639,1325
8864,21/05/2020,Maharashtra,39297,27589,10318,1390
8865,22/05/2020,Maharashtra,41642,28462,11726,1454
8866,23/05/2020,Maharashtra,44582,30482,12583,1517
8867,24/05/2020,Maharashtra,47190,32209,13404,1577
8868,25/05/2020,Maharashtra,50231,33996,14600,1635
8869,26/05/2020,Maharashtra,52667,35186,15786,1695
8870,27/05/2020,Maharashtra,54758,36012,16954,1792
8871,28/05/2020,Maharashtra,56948,37133,17918,1897
8872,29/05/2020,Maharashtra,59546,38948,18616,1982
8873,30/05/2020,Maharashtra,62228,33133,26997,2098
8874,31/05/2020,Maharashtra,65168,34890,28081,2197
8875,01/06/2020,Maharashtra,67655,36040,29329,2286
8876,02/06/2020,Maharashtra,70013,37543,30108,2362
8877,03/06/2020,Maharashtra,72300,38502,31333,2465
8878,04/06/2020,Maharashtra,74860,39944,32329,2587
8879,05/06/2020,Maharashtra,77793,41402,33681,2710
8880,06/06/2020,Maharashtra,80229,42224,35156,2849
8881,07/06/2020,Maharashtra,82968,42609,37390,2969
8882,08/06/2020,Maharashtra,85975,43601,39314,3060
8883,09/06/2020,Maharashtra,88528,44384,40975,3169
8884,10/06/2020,Maharashtra,90787,44860,42638,3289
8885,11/06/2020,Maharashtra,94041,46086,44517,3438
8886,12/06/2020,Maharashtra,97648,47980,46078,3590
8887,13/06/2020,Maharashtra,101141,49628,47796,3717
8888,14/06/2020,Maharashtra,104568,51392,49346,3830
8889,15/06/2020,Maharashtra,107958,53030,50978,3950
8890,16/06/2020,Maharashtra,110744,50567,56049,4128
8891,17/06/2020,Maharashtra,113445,50057,57851,5537
8892,18/06/2020,Maharashtra,116752,51935,59166,5651
8893,19/06/2020,Maharashtra,120504,53915,60838,5751
8894,20/06/2020,Maharashtra,124331,55665,62773,5893
8895,21/06/2020,Maharashtra,128205,58068,64153,5984
8896,22/06/2020,Maharashtra,132075,60161,65744,6170
8897,23/06/2020,Maharashtra,135796,61807,67706,6283
8898,24/06/2020,Maharashtra,139010,62848,69631,6531
8899,25/06/2020,Maharashtra,142900,62369,73792,6739
8900,26/06/2020,Maharashtra,147741,63357,77453,6931
8901,27/06/2020,Maharashtra,152765,65844,79815,7106
8902,28/06/2020,Maharashtra,159133,67615,84245,7273
8903,29/06/2020,Maharashtra,164626,70622,86575,7429
8904,30/06/2020,Maharashtra,169883,73313,88960,7610
8905,01/07/2020,Maharashtra,174761,75995,90911,7855
8906,02/07/2020,Maharashtra,180298,79091,93154,8053
8907,03/07/2020,Maharashtra,186626,77276,101172,8178
8908,04/07/2020,Maharashtra,192990,79927,104687,8376
8909,05/07/2020,Maharashtra,200064,83311,108082,8671
8910,06/07/2020,Maharashtra,206619,86057,111740,8822
8911,07/07/2020,Maharashtra,211987,87699,115262,9026
8912,08/07/2020,Maharashtra,217121,89313,118558,9250
8913,09/07/2020,Maharashtra,223724,91084,123192,9448
8914,10/07/2020,Maharashtra,230599,93673,127259,9667
8915,11/07/2020,Maharashtra,238461,95943,132625,9893
8916,12/07/2020,Maharashtra,246600,99499,136985,10116
8917,13/07/2020,Maharashtra,254427,103813,140325,10289
8918,14/07/2020,Maharashtra,260924,105935,144507,10482
8919,15/07/2020,Maharashtra,267665,107963,149007,10695
8920,16/07/2020,Maharashtra,275640,112099,152613,10928
8921,17/07/2020,Maharashtra,284281,114947,158140,11194
8922,18/07/2020,Maharashtra,292589,120780,160357,11452
8923,19/07/2020,Maharashtra,300937,123678,165663,11596
8924,20/07/2020,Maharashtra,310455,129032,169569,11854
8925,21/07/2020,Maharashtra,318695,131636,175029,12030
8926,22/07/2020,Maharashtra,327031,132538,182217,12276
8927,23/07/2020,Maharashtra,337607,137282,187769,12556
8928,24/07/2020,Maharashtra,347502,140395,194253,12854
8929,25/07/2020,Maharashtra,357117,144018,199967,13132
8930,26/07/2020,Maharashtra,366368,145785,207194,13389
8931,27/07/2020,Maharashtra,375799,148905,213238,13656
8932,28/07/2020,Maharashtra,383723,147896,221944,13883
8933,29/07/2020,Maharashtra,391440,144998,232277,14165
8934,30/07/2020,Maharashtra,400651,146433,239755,14463
8935,31/07/2020,Maharashtra,411798,148454,248615,14729
8936,01/08/2020,Maharashtra,422118,150966,256158,14994
8937,02/08/2020,Maharashtra,431719,149520,266883,15316
8938,03/08/2020,Maharashtra,441228,148843,276809,15576
8939,04/08/2020,Maharashtra,450196,147324,287030,15842
8940,05/08/2020,Maharashtra,457956,142458,299356,16142
8941,06/08/2020,Maharashtra,468265,146268,305521,16476
8942,07/08/2020,Maharashtra,479779,146612,316375,16792
8943,08/08/2020,Maharashtra,490262,145889,327281,17092
8944,09/08/2020,Maharashtra,503084,147355,338362,17367
8945,10/08/2020,Maharashtra,515332,145865,351710,17757
8946,11/08/2020,Maharashtra,524513,148042,358421,18050
8947,12/08/2020,Maharashtra,535601,148860,368435,18306
8948,13/08/2020,Maharashtra,548313,147820,381843,18650
8949,14/08/2020,Maharashtra,560126,150105,390958,19063
8950,15/08/2020,Maharashtra,572734,151865,401442,19427
8951,16/08/2020,Maharashtra,584754,156719,408286,19749
8952,17/08/2020,Maharashtra,595865,158705,417123,20037
8953,18/08/2020,Maharashtra,604358,155579,428514,20265
8954,19/08/2020,Maharashtra,615477,156920,437870,20687
8955,20/08/2020,Maharashtra,628642,160728,446881,21033
8956,21/08/2020,Maharashtra,643289,162806,459124,21359
8957,22/08/2020,Maharashtra,657450,164879,470873,21698
8958,23/08/2020,Maharashtra,671942,169833,480114,21995
8959,24/08/2020,Maharashtra,682383,171859,488271,22253
8960,25/08/2020,Maharashtra,693398,168443,502490,22465
8961,26/08/2020,Maharashtra,703823,166239,514790,22794
8962,27/08/2020,Maharashtra,718711,173195,522427,23089
8963,28/08/2020,Maharashtra,733568,178561,531563,23444
8964,29/08/2020,Maharashtra,747995,181050,543170,23775
8965,30/08/2020,Maharashtra,764281,185467,554711,24103
8966,31/08/2020,Maharashtra,780689,193889,562401,24399
8967,01/09/2020,Maharashtra,792541,194399,573559,24583
8968,02/09/2020,Maharashtra,808306,198866,584537,24903
8969,03/09/2020,Maharashtra,825739,202048,598496,25195
8970,04/09/2020,Maharashtra,843844,205774,612484,25586
8971,05/09/2020,Maharashtra,863062,211325,625773,25964
8972,06/09/2020,Maharashtra,883862,221012,636574,26276
8973,07/09/2020,Maharashtra,907212,236208,644400,26604
8974,08/09/2020,Maharashtra,923641,237292,659322,27027
8975,09/09/2020,Maharashtra,943772,243809,672556,27407
8976,10/09/2020,Maharashtra,967349,253100,686462,27787
8977,11/09/2020,Maharashtra,990795,261798,700715,28282
8978,12/09/2020,Maharashtra,1015681,271934,715023,28724
8979,13/09/2020,Maharashtra,1037765,280138,728512,29115
8980,14/09/2020,Maharashtra,1060308,290716,740061,29531
8981,15/09/2020,Maharashtra,1077374,291630,755850,29894
8982,16/09/2020,Maharashtra,1097856,292174,775273,30409
8983,17/09/2020,Maharashtra,1121221,297506,792832,30883
8984,18/09/2020,Maharashtra,1145840,302135,812354,31351
8985,19/09/2020,Maharashtra,1167496,301273,834432,31791
8986,20/09/2020,Maharashtra,1188015,297866,857933,32216
8987,21/09/2020,Maharashtra,1208642,291630,884341,32671
8988,22/09/2020,Maharashtra,1224380,275017,916348,33015
8989,23/09/2020,Maharashtra,1242770,272809,936554,33407
8990,24/09/2020,Maharashtra,1263799,273883,956030,33886
8991,25/09/2020,Maharashtra,1282963,275404,973214,34345
8992,26/09/2020,Maharashtra,1300757,273190,992806,34761
8993,27/09/2020,Maharashtra,1321176,269535,1016450,35191
8994,28/09/2020,Maharashtra,1339232,273646,1030015,35571
8995,29/09/2020,Maharashtra,1351153,265455,1049947,35751
8996,30/09/2020,Maharashtra,1366129,260789,1069159,36181
8997,01/10/2020,Maharashtra,1384446,259462,1088322,36662
8998,02/10/2020,Maharashtra,1400922,259440,1104426,37056
8999,03/10/2020,Maharashtra,1416513,261313,1117720,37480
9000,04/10/2020,Maharashtra,1430861,258548,1134555,37758
9001,05/10/2020,Maharashtra,1443409,255722,1149603,38084
9002,06/10/2020,Maharashtra,1453653,252721,1162585,38347
9003,07/10/2020,Maharashtra,1465911,247468,1179726,38717
9004,08/10/2020,Maharashtra,1480489,244976,1196441,39072
9005,09/10/2020,Maharashtra,1493884,242438,1212016,39430
9006,10/10/2020,Maharashtra,1506018,236947,1229339,39732
9007,11/10/2020,Maharashtra,1517434,221615,1255779,40040
9008,12/10/2020,Maharashtra,1528226,221637,1266240,40349
9009,13/10/2020,Maharashtra,1535315,212905,1281896,40514
9010,14/10/2020,Maharashtra,1543837,205884,1297252,40701
9011,15/10/2020,Maharashtra,1554389,196761,1316769,40859
9012,16/10/2020,Maharashtra,1564615,192936,1330483,41196
9013,17/10/2020,Maharashtra,1576062,190192,1344368,41502
9014,18/10/2020,Maharashtra,1586321,185750,1358606,41965
9015,19/10/2020,Maharashtra,1595381,183456,1369810,42115
9016,20/10/2020,Maharashtra,1601365,174246,1384879,42240
9017,21/10/2020,Maharashtra,1609516,174755,1392308,42453
9018,22/10/2020,Maharashtra,1617658,159346,1415679,42633
9019,23/10/2020,Maharashtra,1625197,150510,1431856,42831
9020,24/10/2020,Maharashtra,1632544,144426,1445103,43015
9021,25/10/2020,Maharashtra,1638961,140702,1455107,43152
9022,26/10/2020,Maharashtra,1645020,141001,1460755,43264
9023,27/10/2020,Maharashtra,1648665,134657,1470660,43348
9024,28/10/2020,Maharashtra,1654028,132069,1478496,43463
9025,29/10/2020,Maharashtra,1660766,130286,1486926,43554
9026,30/10/2020,Maharashtra,1666668,128149,1494809,43710
9027,31/10/2020,Maharashtra,1672858,125971,1503050,43837
9028,01/11/2020,Maharashtra,1678406,124142,1510353,43911
9029,02/11/2020,Maharashtra,1683775,125672,1514079,44024
9030,03/11/2020,Maharashtra,1687784,119352,1524304,44128
9031,04/11/2020,Maharashtra,1692693,117168,1531277,44248
9032,05/11/2020,Maharashtra,1698198,113645,1540005,44548
9033,06/11/2020,Maharashtra,1703444,107358,1551282,44804
9034,07/11/2020,Maharashtra,1710314,103007,1562342,44965
9035,08/11/2020,Maharashtra,1714273,100068,1569090,45115
9036,09/11/2020,Maharashtra,1719858,97296,1577322,45240
9037,10/11/2020,Maharashtra,1723135,100488,1577322,45325
9038,11/11/2020,Maharashtra,1726926,93400,1588091,45435
9039,12/11/2020,Maharashtra,1731833,89018,1597255,45560
9040,13/11/2020,Maharashtra,1736329,85583,1605064,45682
9041,14/11/2020,Maharashtra,1740461,85045,1609607,45809
9042,15/11/2020,Maharashtra,1744698,86470,1612314,45914
9043,16/11/2020,Maharashtra,1747242,85889,1615379,45974
9044,17/11/2020,Maharashtra,1749777,85363,1618380,46034
9045,18/11/2020,Maharashtra,1752509,82904,1623503,46102
9046,19/11/2020,Maharashtra,1757520,81207,1630111,46202
9047,20/11/2020,Maharashtra,1763055,80728,1635971,46356
9048,21/11/2020,Maharashtra,1768695,79268,1642916,46511
9049,22/11/2020,Maharashtra,1774455,80878,1647004,46573
9050,23/11/2020,Maharashtra,1780208,82521,1651064,46623
9051,24/11/2020,Maharashtra,1784361,82915,1654793,46653
9052,25/11/2020,Maharashtra,1789800,84238,1658879,46683
9053,26/11/2020,Maharashtra,1795959,85488,1663723,46748
9054,27/11/2020,Maharashtra,1802365,87014,1668538,46813
9055,28/11/2020,Maharashtra,1808550,89025,1672627,46898
9056,29/11/2020,Maharashtra,1814515,90965,1676564,46986
9057,30/11/2020,Maharashtra,1820059,92062,1680926,47071
9058,01/12/2020,Maharashtra,1823896,91623,1685122,47151
9059,02/12/2020,Maharashtra,1828826,90168,1691412,47246
9060,03/12/2020,Maharashtra,1832176,89611,1695208,47357
9061,04/12/2020,Maharashtra,1837358,86612,1703274,47472
9062,05/12/2020,Maharashtra,1842587,84938,1710050,47599
9063,06/12/2020,Maharashtra,1847509,83931,1715884,47694
9064,07/12/2020,Maharashtra,1852266,81162,1723370,47734
9065,08/12/2020,Maharashtra,1855341,76852,1730715,47774
9066,09/12/2020,Maharashtra,1859367,74460,1737080,47827
9067,10/12/2020,Maharashtra,1864348,74315,1742131,47902
9068,11/12/2020,Maharashtra,1868172,73001,1747199,47972
9069,12/12/2020,Maharashtra,1872440,74408,1749973,48059
9070,13/12/2020,Maharashtra,1876699,74638,1753922,48139
9071,14/12/2020,Maharashtra,1880416,75202,1757005,48209
9072,15/12/2020,Maharashtra,1883365,73481,1761615,48269
9073,17/12/2020,Maharashtra,1886807,68476,1769897,48434
9074,18/12/2020,Maharashtra,1886807,64053,1774255,48499
9075,19/12/2020,Maharashtra,1888767,61471,1778722,48574
9076,20/12/2020,Maharashtra,1892707,62218,1781841,48648
9077,21/12/2020,Maharashtra,1896518,63867,1783905,48746
9078,22/12/2020,Maharashtra,1899352,60593,1789958,48801
9079,23/12/2020,Maharashtra,1902458,59502,1794080,48876
9080,24/12/2020,Maharashtra,1906371,55702,1801700,48969
9081,25/12/2020,Maharashtra,1909951,56022,1804871,49058
9082,26/12/2020,Maharashtra,1913382,57955,1806298,49129
9083,27/12/2020,Maharashtra,1916236,59223,1807824,49189
9084,28/12/2020,Maharashtra,1919550,60347,1809948,49255
9085,29/12/2020,Maharashtra,1922048,58294,1814449,49305
9086,30/12/2020,Maharashtra,1925066,55672,1820021,49373
9087,31/12/2020,Maharashtra,1928603,54206,1824934,49463
9088,03/01/2021,Maharashtra,1938854,54288,1834935,49631
9089,04/01/2021,Maharashtra,1942136,55471,1836999,49666
9090,05/01/2021,Maharashtra,1947011,49955,1847361,49695
9091,06/01/2021,Maharashtra,1950171,50223,1850189,49759
9092,07/01/2021,Maharashtra,1954553,51969,1852759,49825
9093,08/01/2021,Maharashtra,1958282,52276,1856109,49897
9094,09/01/2021,Maharashtra,1961975,53006,1858999,49970
9095,10/01/2021,Maharashtra,1965556,54129,1861400,50027
9096,11/01/2021,Maharashtra,1969114,55351,1863702,50061
9097,12/01/2021,Maharashtra,1971552,53463,1867988,50101
9098,13/01/2021,Maharashtra,1974488,53067,1871270,50151
9099,14/01/2021,Maharashtra,1978044,53544,1874279,50221
9100,15/01/2021,Maharashtra,1981623,53744,1877588,50291
9101,16/01/2021,Maharashtra,1984768,53344,1881088,50336
9102,17/01/2021,Maharashtra,1987678,53163,1884127,50388
9103,18/01/2021,Maharashtra,1990759,53852,1886469,50438
9104,19/01/2021,Maharashtra,1992683,51887,1890323,50473
9105,20/01/2021,Maharashtra,1994977,49615,1894839,50523
9106,21/01/2021,Maharashtra,1997992,47982,1899428,50582
9107,22/01/2021,Maharashtra,2000878,46836,1903408,50634
9108,23/01/2021,Maharashtra,2003657,46146,1906827,50684
9109,24/01/2021,Maharashtra,2006354,45093,1910521,50740
9110,25/01/2021,Maharashtra,2009106,46057,1912264,50785
9111,27/01/2021,Maharashtra,2013353,45041,1917450,50862
9112,28/01/2021,Maharashtra,2015524,44624,1920006,50894
9113,29/01/2021,Maharashtra,2018413,44282,1923187,50944
9114,30/01/2021,Maharashtra,2021184,44384,1925800,51000
9115,31/01/2021,Maharashtra,2023814,45437,1927335,51042
9116,01/02/2021,Maharashtra,2026399,46312,1929005,51082
9117,02/02/2021,Maharashtra,2028347,44944,1932294,51109
9118,03/02/2021,Maharashtra,2030274,42830,1936305,51139
9119,04/02/2021,Maharashtra,2033266,38762,1943335,51169
9120,05/02/2021,Maharashtra,2036002,36113,1948674,51215
9121,06/02/2021,Maharashtra,2038630,35188,1952187,51255
9122,07/02/2021,Maharashtra,2041398,36192,1953926,51280
9123,08/02/2021,Maharashtra,2044071,37213,1955548,51310
9124,09/02/2021,Maharashtra,2046287,35991,1958971,51325
9125,10/02/2021,Maharashtra,2048802,35917,1961525,51360
9126,11/02/2021,Maharashtra,2052253,36917,1963946,51390
9127,12/02/2021,Maharashtra,2052905,31437,1970053,51415
9128,13/02/2021,Maharashtra,2056575,32649,1972475,51451
9129,14/02/2021,Maharashtra,2060186,34449,1974248,51489
9130,15/02/2021,Maharashtra,2064278,37146,1975603,51529
9131,16/02/2021,Maharashtra,2067643,37383,1978708,51552
9132,17/02/2021,Maharashtra,2071306,38307,1981408,51591
9133,18/02/2021,Maharashtra,2076093,39201,1985261,51631
9134,19/02/2021,Maharashtra,2081520,42047,1987804,51669
9135,20/02/2021,Maharashtra,2087632,45956,1989963,51713
9136,21/02/2021,Maharashtra,2093913,49630,1992530,51753
9137,22/02/2021,Maharashtra,2100884,54149,1994947,51788
9138,23/02/2021,Maharashtra,2106094,54306,1999982,51806
9139,24/02/2021,Maharashtra,2112312,54604,2005851,51857
9140,25/02/2021,Maharashtra,2121119,60559,2008623,51937
9141,26/02/2021,Maharashtra,2129821,65461,2012367,51993
9142,27/02/2021,Maharashtra,2138154,68810,2017303,52041
9143,01/03/2021,Maharashtra,2155070,78212,2024704,52154
9144,02/03/2021,Maharashtra,2161467,78825,2030458,52184
9145,03/03/2021,Maharashtra,2169330,80302,2036790,52238
9146,04/03/2021,Maharashtra,2179185,83556,2043349,52280
9147,06/03/2021,Maharashtra,2198399,90055,2055951,52393
9148,07/03/2021,Maharashtra,2208586,94115,2062031,52440
9149,08/03/2021,Maharashtra,2219727,99205,2068044,52478
9150,09/03/2021,Maharashtra,2228471,98859,2077112,52500
9151,10/03/2021,Maharashtra,2238398,96548,2089294,52556
9152,11/03/2021,Maharashtra,2252057,100240,2099207,52610
9153,13/03/2021,Maharashtra,2282191,111724,2117744,52723
9154,14/03/2021,Maharashtra,2297793,119771,2125211,52811
9155,15/03/2021,Maharashtra,2314413,127480,2134072,52861
9156,16/03/2021,Maharashtra,2329464,131812,2144743,52909
9157,17/03/2021,Maharashtra,2347328,140079,2154253,52996
9158,18/03/2021,Maharashtra,2370507,154036,2163391,53080
9159,19/03/2021,Maharashtra,2396340,167637,2175565,53138
9160,20/03/2021,Maharashtra,2422021,178848,2189965,53208
9161,21/03/2021,Maharashtra,2449147,192294,2203553,53300
9162,22/03/2021,Maharashtra,2479682,211416,2214867,53399
9163,23/03/2021,Maharashtra,2504327,216540,2234330,53457
9164,24/03/2021,Maharashtra,2533026,231942,2247495,53589
9165,25/03/2021,Maharashtra,2564881,248604,2262593,53684
9166,27/03/2021,Maharashtra,2637735,283772,2300056,53907
9167,28/03/2021,Maharashtra,2673461,304809,2314579,54073
9168,29/03/2021,Maharashtra,2713875,327241,2332453,54181
9169,30/03/2021,Maharashtra,2745518,337928,2353307,54283
9170,31/03/2021,Maharashtra,2773436,341887,2377127,54422
9171,01/04/2021,Maharashtra,2812980,357604,2400727,54649
9172,02/04/2021,Maharashtra,2856163,367897,2433368,54898
9173,03/04/2021,Maharashtra,2904076,391203,2457494,55379
9174,04/04/2021,Maharashtra,2953523,402552,2495315,55656
9175,05/04/2021,Maharashtra,3010597,431896,2522823,55878
9176,06/04/2021,Maharashtra,3057885,452777,2549075,56033
9177,07/04/2021,Maharashtra,3113354,473693,2583331,56330
9178,08/04/2021,Maharashtra,3173261,502982,2613627,56652
9179,09/04/2021,Maharashtra,3229547,522762,2649757,57028
9180,10/04/2021,Maharashtra,3288540,536063,2695148,57329
9181,11/04/2021,Maharashtra,3343951,538160,2748153,57638
9182,12/04/2021,Maharashtra,3407245,567097,2782161,57987
9183,13/04/2021,Maharashtra,3458996,566278,2834473,58245
9184,14/04/2021,Maharashtra,3519208,594585,2866097,58526
9185,15/04/2021,Maharashtra,3578160,613635,2905721,58804
9186,16/04/2021,Maharashtra,3639855,621646,2959056,59153
9187,17/04/2021,Maharashtra,3703584,639642,3004391,59551
9188,18/04/2021,Maharashtra,3770707,649563,3061174,59970
9189,19/04/2021,Maharashtra,3839338,672037,3106828,60473
9190,20/04/2021,Maharashtra,3898262,678198,3159240,60824
9191,21/04/2021,Maharashtra,3960359,685552,3213464,61343
9192,22/04/2021,Maharashtra,4027827,697467,3268449,61911
9193,23/04/2021,Maharashtra,4094840,701614,3330747,62479
9194,24/04/2021,Maharashtra,4161676,693632,3404792,63252
9195,25/04/2021,Maharashtra,4228836,696298,3468610,63928
9196,26/04/2021,Maharashtra,4295027,700207,3530060,64760
9197,27/04/2021,Maharashtra,4343727,676647,3601796,65284
9198,28/04/2021,Maharashtra,4410085,674358,3669548,66179
9199,29/04/2021,Maharashtra,4473394,675451,3730729,67214
9200,30/04/2021,Maharashtra,4539553,672302,3799266,67985
9201,01/05/2021,Maharashtra,4602472,664683,3868976,68813
9202,02/05/2021,Maharashtra,4665754,665837,3930302,69615
9203,03/05/2021,Maharashtra,4722401,670459,3981658,70284
9204,04/05/2021,Maharashtra,4771022,659013,4041158,70851
9205,05/05/2021,Maharashtra,4822902,644068,4107092,71742
